Title,Year,Age,Platform,Occurrence,Rating type,Score
Revenge,2011,18+,Hulu,1,IMDb,7.8
Samurai Champloo,2004,18+,Hulu,1,IMDb,8.5
Workaholics,2011,16+,Hulu,1,IMDb,8.1
The Act,2019,18+,Hulu,1,IMDb,8
The Fosters,2013,16+,Hulu,1,IMDb,7.9
Younger,2015,16+,Hulu,1,IMDb,7.8
The Good Doctor,2017,16+,Hulu,1,IMDb,8.1
Terminator: The Sarah Connor Chronicles,2008,7+,Hulu,1,IMDb,7.7
9/1/01,2018,16+,Hulu,1,IMDb,7.8
Snowfall,2017,18+,Hulu,1,IMDb,8.2
The Venture Bros.,2004,18+,Hulu,1,IMDb,8.5
The Strain,2014,18+,Hulu,1,IMDb,7.3
The Terror,2018,18+,Hulu,1,IMDb,7.9
Zoey's Extraordinary Playlist,2020,16+,Hulu,1,IMDb,8.1
The League,2009,18+,Hulu,1,IMDb,8.2
Key & Peele,2012,18+,Hulu,1,IMDb,8.3
Malcolm in the Middle,2000,7+,Hulu,1,IMDb,8
Dollhouse,2009,16+,Hulu,1,IMDb,7.7
The Great,2020,18+,Hulu,1,IMDb,8.1
My Name Is Earl,2005,16+,Hulu,1,IMDb,7.7
Scandal,2012,16+,Hulu,1,IMDb,7.7
Motherland: Fort Salem,2020,16+,Hulu,1,IMDb,7.2
Awkward.,2011,16+,Hulu,1,IMDb,7.5
Raising Hope,2010,16+,Hulu,1,IMDb,8
Castle Rock,2018,18+,Hulu,1,IMDb,7.6
The Last Ship,2014,16+,Hulu,1,IMDb,7.5
Cruel Summer,2021,16+,Hulu,1,IMDb,7.5
Chicago Fire,2012,16+,Hulu,1,IMDb,8
Better Off Ted,2009,7+,Hulu,1,IMDb,8.2
Prodigal Son,2019,16+,Hulu,1,IMDb,7.7
Timeless,2016,7+,Hulu,1,IMDb,7.7
Devs,2020,18+,Hulu,1,IMDb,7.7
You're the Worst,2014,18+,Hulu,1,IMDb,8.1
Elfen Lied,2004,18+,Hulu,1,IMDb,8
Please Like Me,2013,18+,Hulu,1,IMDb,8.5
Lethal Weapon,2016,16+,Hulu,1,IMDb,7.9
The Last Man on Earth,2015,16+,Hulu,1,IMDb,7.3
Little Fires Everywhere,2020,18+,Hulu,1,IMDb,7.7
The Librarians,2014,16+,Hulu,1,IMDb,7.3
In the Flesh,2013,18+,Hulu,1,IMDb,8
The Exorcist,2016,16+,Hulu,1,IMDb,8
American Dad!,2005,16+,Hulu,1,IMDb,7.3
Ramy,2019,18+,Hulu,1,IMDb,8.1
Chicago P.D.,2014,16+,Hulu,1,IMDb,8.1
Stargate Atlantis,2004,7+,Hulu,1,IMDb,8.1
Marvel's Runaways,2017,16+,Hulu,1,IMDb,7
Rescue Me,2004,18+,Hulu,1,IMDb,8.3
Shadowhunters,2016,16+,Hulu,1,IMDb,6.6
Everybody Hates Chris,2005,7+,Hulu,1,IMDb,7.4
Stargate Universe,2009,16+,Hulu,1,IMDb,7.6
PEN15,2019,18+,Hulu,1,IMDb,8
My Mad Fat Diary,2013,16+,Hulu,1,IMDb,8.4
RuPaul's Drag Race All Stars,2012,16+,Hulu,1,IMDb,8.5
The Gifted,2017,16+,Hulu,1,IMDb,7.3
Future Man,2017,18+,Hulu,1,IMDb,7.7
Better Things,2016,18+,Hulu,1,IMDb,7.8
Sleepy Hollow,2013,16+,Hulu,1,IMDb,7.4
Regular Show,2010,7+,Hulu,1,IMDb,8.4
Top of the Lake,2013,18+,Hulu,1,IMDb,7.5
Switched at Birth,2011,16+,Hulu,1,IMDb,7.7
Wayward Pines,2015,16+,Hulu,1,IMDb,7.4
Dragon Ball Super,2015,7+,Hulu,1,IMDb,8.4
Fresh Off the Boat,2015,7+,Hulu,1,IMDb,7.8
The Mighty Boosh,2004,16+,Hulu,1,IMDb,8.3
Cardinal,2017,18+,Hulu,1,IMDb,7.7
Letterkenny,2016,18+,Hulu,1,IMDb,8.6
Scream Queens,2015,16+,Hulu,1,IMDb,7.1
Wilfred,2011,18+,Hulu,1,IMDb,7.8
Deutschland,2015,18+,Hulu,1,IMDb,8.1
Empire,2015,16+,Hulu,1,IMDb,7.4
Brockmire,2017,18+,Hulu,1,IMDb,8
The Unit,2006,16+,Hulu,1,IMDb,8.1
Genius,2017,16+,Hulu,1,IMDb,8.3
Mayans M.C.,2018,18+,Hulu,1,IMDb,7.6
black-ish,2014,16+,Hulu,1,IMDb,7.1
CSI: Crime Scene Investigation,2000,16+,Hulu,1,IMDb,7.6
Tokyo Ghoul,2014,16+,Hulu,1,IMDb,7.8
MythBusters,2003,7+,Hulu,1,IMDb,8.3
Don't Trust the B---- in Apartment 23,2012,16+,Hulu,1,IMDb,7.3
One Tree Hill,2003,16+,Hulu,1,IMDb,7.7
Nip/Tuck,2003,18+,Hulu,1,IMDb,7.6
Looking for Alaska,2019,18+,Hulu,1,IMDb,8.1
New Amsterdam,2018,16+,Hulu,1,IMDb,8.1
Cougar Town,2009,7+,Hulu,1,IMDb,7
The Purge,2018,18+,Hulu,1,IMDb,6.5
Catch-22,2019,18+,Hulu,1,IMDb,7.8
The Rookie,2018,16+,Hulu,1,IMDb,8
The Looming Tower,2018,18+,Hulu,1,IMDb,8
Blindspot,2015,16+,Hulu,1,IMDb,7.4
Steven Universe,2013,7+,Hulu,1,IMDb,8.2
Nashville,2012,7+,Hulu,1,IMDb,7.7
Salem,2014,18+,Hulu,1,IMDb,7.2
The Mindy Project,2012,7+,Hulu,1,IMDb,7.4
Mrs. America,2020,18+,Hulu,1,IMDb,7.9
The Middle,2009,7+,Hulu,1,IMDb,7.6
Black Clover,2017,16+,Hulu,1,IMDb,8.3
Witches of East End,2013,16+,Hulu,1,IMDb,7.6
Whitechapel,2009,7+,Hulu,1,IMDb,7.9
Stumptown,2019,16+,Hulu,1,IMDb,7.5
Harlots,2017,18+,Hulu,1,IMDb,7.7
UnREAL,2015,16+,Hulu,1,IMDb,7.8
Graceland,2013,16+,Hulu,1,IMDb,7.7
Anthony Bourdain: No Reservations,2005,7+,Hulu,1,IMDb,8.5
Ugly Betty,2006,7+,Hulu,1,IMDb,6.5
Marvel's Cloak & Dagger,2018,16+,Hulu,1,IMDb,6.7
The Bold Type,2017,16+,Hulu,1,IMDb,7.9
The Resident,2018,16+,Hulu,1,IMDb,7.7
The Goldbergs,2013,7+,Hulu,1,IMDb,8.1
Terriers,2010,18+,Hulu,1,IMDb,8.4
American Horror Stories,2021,18+,Hulu,1,IMDb,6.5
Fairy Tail,2009,16+,Hulu,1,IMDb,8
Bunheads,2012,16+,Hulu,1,IMDb,7.6
High Fidelity,2020,18+,Hulu,1,IMDb,7.7
Horace and Pete,2016,18+,Hulu,1,IMDb,8.5
The Amazing World of Gumball,2011,7+,Hulu,1,IMDb,8.2
Hell's Kitchen,2005,16+,Hulu,1,IMDb,7.1
Robot Chicken,2005,18+,Hulu,1,IMDb,7.7
People of Earth,2016,18+,Hulu,1,IMDb,7.7
Boruto: Naruto Next Generations,2017,16+,Hulu,1,IMDb,7
The Musketeers,2014,16+,Hulu,1,IMDb,7.8
Shrill,2019,18+,Hulu,1,IMDb,7.4
LEGO Masters,2020,7+,Hulu,1,IMDb,7.4
Good Behavior,2016,18+,Hulu,1,IMDb,8.1
Murdoch Mysteries,2008,7+,Hulu,1,IMDb,8.1
Mom,2013,16+,Hulu,1,IMDb,7.2
Doc Martin,2004,7+,Hulu,1,IMDb,8.3
Impractical Jokers,2011,16+,Hulu,1,IMDb,8.6
Debris,2021,16+,Hulu,1,IMDb,6.5
Solar Opposites,2020,18+,Hulu,1,IMDb,8
Trust,2018,18+,Hulu,1,IMDb,7.6
SIX,2017,18+,Hulu,1,IMDb,7.3
Last Man Standing,2011,7+,Hulu,1,IMDb,7.5
Body of Proof,2011,16+,Hulu,1,IMDb,7.1
Afro Samurai,2007,18+,Hulu,1,IMDb,7.7
S.W.A.T.,2017,16+,Hulu,1,IMDb,7
A Million Little Things,2018,16+,Hulu,1,IMDb,7.9
For Life,2020,16+,Hulu,1,IMDb,7.6
Flashpoint,2008,16+,Hulu,1,IMDb,7.7
The Detour,2016,18+,Hulu,1,IMDb,7.7
Greek,2007,16+,Hulu,1,IMDb,7.5
Casual,2015,18+,Hulu,1,IMDb,7.5
Mary Kills People,2017,18+,Hulu,1,IMDb,7.5
Mushi-Shi,2005,16+,Hulu,1,IMDb,8.5
Baskets,2016,18+,Hulu,1,IMDb,7.6
Touch,2012,16+,Hulu,1,IMDb,7.3
Big Sky,2020,16+,Hulu,1,IMDb,6.7
The Wrong Mans,2013,18+,Hulu,1,IMDb,7.8
Chance,2016,18+,Hulu,1,IMDb,7.7
The Split,2018,18+,Hulu,1,IMDb,7.7
Make It or Break It,2009,16+,Hulu,1,IMDb,7.5
Das Boot,2018,18+,Hulu,1,IMDb,7.4
Legit,2013,18+,Hulu,1,IMDb,8.2
Breeders,2020,18+,Hulu,1,IMDb,7.4
Queen Sugar,2016,16+,Hulu,1,IMDb,7.6
Drake & Josh,2004,all,Hulu,1,IMDb,7.7
MasterChef,2010,16+,Hulu,1,IMDb,7.3
Young Rock,2021,16+,Hulu,1,IMDb,7.1
The Eric Andre Show,2012,18+,Hulu,1,IMDb,8.6
Man Seeking Woman,2015,18+,Hulu,1,IMDb,7.8
Pretty Little Liars: The Perfectionists,2019,16+,Hulu,1,IMDb,7
Lodge 49,2018,16+,Hulu,1,IMDb,7.7
I Am the Night,2019,18+,Hulu,1,IMDb,7
NOS4A2,2019,16+,Hulu,1,IMDb,6.7
The Glades,2010,16+,Hulu,1,IMDb,7.4
The Bridge,2013,18+,Hulu,1,IMDb,7.6
Underground,2016,18+,Hulu,1,IMDb,7.8
A Teacher,2020,18+,Hulu,1,IMDb,6.9
Danny Phantom,2004,7+,Hulu,1,IMDb,7.1
30 for 30,2009,7+,Hulu,1,IMDb,8.8
Life in Pieces,2015,16+,Hulu,1,IMDb,8
The Amazing Race,2001,7+,Hulu,1,IMDb,7.6
Pitch,2016,16+,Hulu,1,IMDb,7.4
Numb3rs,2005,7+,Hulu,1,IMDb,6.9
Tyrant,2014,18+,Hulu,1,IMDb,7.8
Legends,2014,16+,Hulu,1,IMDb,7.5
Angie Tribeca,2016,16+,Hulu,1,IMDb,7
FLCL,2000,18+,Hulu,1,IMDb,8.2
Fosse/Verdon,2019,18+,Hulu,1,IMDb,7.9
Assassination Classroom,2015,16+,Hulu,1,IMDb,8
Top Chef,2006,16+,Hulu,1,IMDb,7.6
Ghost Whisperer,2005,7+,Hulu,1,IMDb,6.4
Darker than Black,2007,16+,Hulu,1,IMDb,7.7
Kaguya-sama: Love is War,2019,16+,Hulu,1,IMDb,8.4
Everything's Gonna Be Okay,2020,16+,Hulu,1,IMDb,7.3
Psycho-Pass,2012,18+,Hulu,1,IMDb,8.2
Friday Night Dinner,2011,18+,Hulu,1,IMDb,8.1
Wu-Tang: An American Saga,2019,18+,Hulu,1,IMDb,8.2
Hellsing Ultimate,2006,18+,Hulu,1,IMDb,8.3
Claws,2017,18+,Hulu,1,IMDb,7.4
Marvel's M.O.D.O.K.,2021,18+,Hulu,1,IMDb,6.3
Shark Tank,2009,7+,Hulu,1,IMDb,7.6
Ghost Adventures,2008,13+,Hulu,1,IMDb,7.5
Miranda,2009,7+,Hulu,1,IMDb,8.2
Making It,2018,7+,Hulu,1,IMDb,7.9
The Son,2017,16+,Hulu,1,IMDb,7.5
10 Things I Hate About You,2009,16+,Hulu,1,IMDb,7.3
Good Trouble,2019,16+,Hulu,1,IMDb,7.5
Ben 10,2005,7+,Hulu,1,IMDb,7.3
The Mick,2017,16+,Hulu,1,IMDb,7.8
Overlord,2015,18+,Hulu,1,IMDb,7.8
The Path,2016,18+,Hulu,1,IMDb,7.3
Descendants of the Sun,2016,16+,Hulu,1,IMDb,8.3
Single Parents,2018,7+,Hulu,1,IMDb,7.1
Deadliest Catch,2005,16+,Hulu,1,IMDb,7.8
Gangland Undercover,2015,16+,Hulu,1,IMDb,8.2
Shiki,2010,18+,Hulu,1,IMDb,7.7
Rascal Does Not Dream of Bunny Girl Senpai,2018,16+,Hulu,1,IMDb,8.2
Jane Eyre,2006,7+,Hulu,1,IMDb,8.3
Kitchen Nightmares,2007,16+,Hulu,1,IMDb,7.5
Devious Maids,2013,7+,Hulu,1,IMDb,7.8
My Wife and Kids,2001,7+,Hulu,1,IMDb,6.8
Star vs. the Forces of Evil,2015,7+,Hulu,1,IMDb,8
Dark Side of the Ring,2019,16+,Hulu,1,IMDb,8.8
High School DxD,2012,18+,Hulu,1,IMDb,7.6
Transplant,2020,16+,Hulu,1,IMDb,7.9
Apple Tree Yard,2017,16+,Hulu,1,IMDb,7.2
9-1-1: Lone Star,2020,16+,Hulu,1,IMDb,6.8
Fruits Basket,2019,7+,Hulu,1,IMDb,8.6
Siren,2018,7+,Hulu,1,IMDb,7
Holey Moley,2019,7+,Hulu,1,IMDb,6.9
Diabolik Lovers,2013,16+,Hulu,1,IMDb,5.2
Baby Daddy,2012,16+,Hulu,1,IMDb,7.4
The Long Road Home,2017,18+,Hulu,1,IMDb,7.5
Black Lagoon,2006,18+,Hulu,1,IMDb,8
Taken,2017,18+,Hulu,1,IMDb,6.6
Walker,2021,16+,Hulu,1,IMDb,5.9
Catfish: The TV Show,2012,16+,Hulu,1,IMDb,7.1
Treadstone,2019,18+,Hulu,1,IMDb,7
X-Men: Evolution,2000,7+,Hulu,1,IMDb,7.8
Death Parade,2015,18+,Hulu,1,IMDb,7.9
NEXT,2020,16+,Hulu,1,IMDb,6.7
Golden Time,2013,16+,Hulu,1,IMDb,7.6
Dollface,2019,18+,Hulu,1,IMDb,7.4
Being Mary Jane,2014,16+,Hulu,1,IMDb,7.5
Drunk History,2013,16+,Hulu,1,IMDb,7.8
Twisted,2013,16+,Hulu,1,IMDb,7.3
Brothers and Sisters,2006,16+,Hulu,1,IMDb,7.3
Breakout Kings,2011,16+,Hulu,1,IMDb,7.3
Scott & Bailey,2011,7+,Hulu,1,IMDb,8
Little Britain,2003,18+,Hulu,1,IMDb,7.6
Law & Order: Organized Crime,2021,16+,Hulu,1,IMDb,7.6
Ergo Proxy,2006,18+,Hulu,1,IMDb,8
Noragami,2014,16+,Hulu,1,IMDb,7.9
Primeval,2007,16+,Hulu,1,IMDb,7.3
Face Off,2011,7+,Hulu,1,IMDb,8.2
Love Island,2015,18+,Hulu,1,IMDb,5.2
Prison School,2015,18+,Hulu,1,IMDb,7.6
Good Luck Charlie,2010,all,Hulu,1,IMDb,7
Medium,2005,16+,Hulu,1,IMDb,7
Fire Force,2019,16+,Hulu,1,IMDb,7.7
Second Chance,2016,16+,Hulu,1,IMDb,7.5
American Housewife,2016,7+,Hulu,1,IMDb,7.4
The First,2018,18+,Hulu,1,IMDb,6.7
Reprisal,2019,18+,Hulu,1,IMDb,7.5
Mushoku Tensei: Jobless Reincarnation,2021,16+,Hulu,1,IMDb,8.3
The Kids Are Alright,2018,7+,Hulu,1,IMDb,7.9
The Fades,2011,18+,Hulu,1,IMDb,7.7
My Teen Romantic Comedy SNAFU,2013,16+,Hulu,1,IMDb,7.9
Station 19,2018,16+,Hulu,1,IMDb,6.7
New Tricks,2003,7+,Hulu,1,IMDb,7.8
Monster Musume: Everyday Life with Monster Girls,2015,18+,Hulu,1,IMDb,6.7
The Conners,2018,7+,Hulu,1,IMDb,5.3
CSI: Miami,2002,16+,Hulu,1,IMDb,6.4
Metalocalypse,2006,18+,Hulu,1,IMDb,8.2
America's Got Talent,2006,7+,Hulu,1,IMDb,5.8
Fixer Upper,2013,all,Hulu,1,IMDb,8.2
DCI Banks,2011,16+,Hulu,1,IMDb,7.6
The Future Diary,2011,18+,Hulu,1,IMDb,7.6
Childrens Hospital,2008,18+,Hulu,1,IMDb,7.8
The First 48,2004,18+,Hulu,1,IMDb,8.2
Chopped,2009,all,Hulu,1,IMDb,7.5
Sense and Sensibility,2008,16+,Hulu,1,IMDb,8
Teenage Mutant Ninja Turtles,2012,7+,Hulu,1,IMDb,7.8
Monogatari,2009,16+,Hulu,1,IMDb,8
Clique,2017,18+,Hulu,1,IMDb,7
Atlantis,2013,7+,Hulu,1,IMDb,6.6
Travel Man: 48 Hours in...,2015,7+,Hulu,1,IMDb,8.3
Chowder,2007,7+,Hulu,1,IMDb,7.3
The Hardy Boys,2020,7+,Hulu,1,IMDb,7
Shots Fired,2017,16+,Hulu,1,IMDb,6.5
The Familiar of Zero,2006,16+,Hulu,1,IMDb,7
Four Weddings and a Funeral,2019,18+,Hulu,1,IMDb,7.2
Hamilton's Pharmacopeia,2016,18+,Hulu,1,IMDb,8.9
The New York Times Presents,2020,18+,Hulu,1,IMDb,6.7
What's Wrong with Secretary Kim,2018,all,Hulu,1,IMDb,8.1
The Great North,2021,16+,Hulu,1,IMDb,6.5
The Ultimate Fighter,2005,16+,Hulu,1,IMDb,7.8
Foster's Home for Imaginary Friends,2004,7+,Hulu,1,IMDb,7.6
The Tonight Show Starring Jimmy Fallon,2014,16+,Hulu,1,IMDb,7.2
Barkskins,2020,18+,Hulu,1,IMDb,7.3
River Monsters,2009,7+,Hulu,1,IMDb,8.1
Yu-Gi-Oh! GX,2004,all,Hulu,1,IMDb,6.8
Highschool of the Dead,2010,18+,Hulu,1,IMDb,7.2
The Marvelous Misadventures of Flapjack,2008,7+,Hulu,1,IMDb,7.8
Difficult People,2015,18+,Hulu,1,IMDb,7
Reba,2001,7+,Hulu,1,IMDb,6.5
The Event,2010,16+,Hulu,1,IMDb,7
Home Economics,2021,7+,Hulu,1,IMDb,6.2
Clannad After Story,2009,7+,Hulu,1,IMDb,8.6
Bless This Mess,2019,7+,Hulu,1,IMDb,6.9
Horrible Histories,2009,7+,Hulu,1,IMDb,8.8
grown-ish,2018,16+,Hulu,1,IMDb,6.4
Duncanville,2020,16+,Hulu,1,IMDb,6
The Guest Book,2017,18+,Hulu,1,IMDb,7.2
Speechless,2016,7+,Hulu,1,IMDb,7.6
Intervention,2005,16+,Hulu,1,IMDb,7.8
K.C. Undercover,2015,all,Hulu,1,IMDb,6.2
Melissa & Joey,2010,16+,Hulu,1,IMDb,7
Charlotte,2015,16+,Hulu,1,IMDb,7.6
Mr. Mayor,2021,16+,Hulu,1,IMDb,6.3
Murder in the First,2014,18+,Hulu,1,IMDb,7.3
Jersey Shore: Family Vacation,2018,16+,Hulu,1,IMDb,6.6
24: Legacy,2017,16+,Hulu,1,IMDb,6.2
American Ninja Warrior,2009,7+,Hulu,1,IMDb,6.8
Seraph of the End,2015,13+,Hulu,1,IMDb,7.5
Brickleberry,2012,18+,Hulu,1,IMDb,7.3
Ghosted,2017,7+,Hulu,1,IMDb,6.3
Saving Hope,2012,16+,Hulu,1,IMDb,7.5
Married at First Sight,2014,7+,Hulu,1,IMDb,6.2
The Voice,2011,7+,Hulu,1,IMDb,6.5
American Pickers,2010,7+,Hulu,1,IMDb,7
Nightwatch,2015,16+,Hulu,1,IMDb,8.8
Gold Rush,2010,7+,Hulu,1,IMDb,7.3
The Riches,2007,18+,Hulu,1,IMDb,7.8
Lark Rise to Candleford,2008,7+,Hulu,1,IMDb,8.1
Stan Against Evil,2016,16+,Hulu,1,IMDb,7.3
Homicide Hunter: Lt Joe Kenda,2011,16+,Hulu,1,IMDb,8.8
RuPaul's Drag Race: Untucked,2010,16+,Hulu,1,IMDb,7.8
The Carmichael Show,2015,7+,Hulu,1,IMDb,7.7
Moone Boy,2012,16+,Hulu,1,IMDb,8.1
Tyler Perry's The Haves and the Have Nots,2013,16+,Hulu,1,IMDb,6
Light as a Feather,2018,16+,Hulu,1,IMDb,6.6
Burden of Truth,2018,16+,Hulu,1,IMDb,7.3
Kamisama Kiss,2012,7+,Hulu,1,IMDb,8.1
Mike Tyson Mysteries,2014,16+,Hulu,1,IMDb,8.1
My Life as a Teenage Robot,2003,all,Hulu,1,IMDb,6.9
Expedition Unknown,2015,7+,Hulu,1,IMDb,8.2
Rosewood,2015,16+,Hulu,1,IMDb,6.7
The Guardian,2001,7+,Hulu,1,IMDb,7.4
Jeremiah,2002,18+,Hulu,1,IMDb,7
The Secret of Skinwalker Ranch,2020,7+,Hulu,1,IMDb,6.1
The Real Housewives of Beverly Hills,2010,16+,Hulu,1,IMDb,5.1
Sealab 2021,2000,16+,Hulu,1,IMDb,7.9
The Incredible Dr. Pol,2011,7+,Hulu,1,IMDb,8.6
The Fruit of Grisaia,2014,18+,Hulu,1,IMDb,7.1
Ben 10: Omniverse,2012,7+,Hulu,1,IMDb,6
Naked and Afraid,2013,16+,Hulu,1,IMDb,6.6
Woke,2020,18+,Hulu,1,IMDb,6.4
Mr. Pickles,2014,18+,Hulu,1,IMDb,7.4
The Moodys,2019,16+,Hulu,1,IMDb,6.8
Being Erica,2009,16+,Hulu,1,IMDb,7.5
Dual Survival,2010,16+,Hulu,1,IMDb,7.5
Dimension 404,2017,16+,Hulu,1,IMDb,6.6
Bad Banks,2018,7+,Hulu,1,IMDb,7.9
McLeod's Daughters,2001,16+,Hulu,1,IMDb,7.2
Life Below Zero,2013,7+,Hulu,1,IMDb,8
mixed-ish,2019,7+,Hulu,1,IMDb,6.2
Mountain Men,2012,7+,Hulu,1,IMDb,7.3
Shut Eye,2016,18+,Hulu,1,IMDb,7.3
Dietland,2018,18+,Hulu,1,IMDb,6.5
Yona of the Dawn,2014,16+,Hulu,1,IMDb,8.1
The Hustler,2021,7+,Hulu,1,IMDb,7.7
Man v. Food,2008,all,Hulu,1,IMDb,7.3
Teen Titans Go!,2013,7+,Hulu,1,IMDb,5.4
Into the Dark,2018,18+,Hulu,1,IMDb,6.4
Mobile Suit Gundam Wing,2000,13+,Hulu,1,IMDb,8.1
Damien,2016,16+,Hulu,1,IMDb,6.9
Mistresses,2013,16+,Hulu,1,IMDb,7.1
The Lord of the Skies,2013,16+,Hulu,1,IMDb,6.8
Snow White with the Red Hair,2015,16+,Hulu,1,IMDb,7.8
The Masked Singer,2019,7+,Hulu,1,IMDb,6
Danganronpa: The Animation,2013,18+,Hulu,1,IMDb,6.9
Hellsing,2001,18+,Hulu,1,IMDb,7.9
Fate/stay night,2006,18+,Hulu,1,IMDb,7.3
Uncle,2014,16+,Hulu,1,IMDb,7.9
Deadly Women,2005,16+,Hulu,1,IMDb,8
D.Gray-man,2006,16+,Hulu,1,IMDb,7.7
Space Dandy,2014,16+,Hulu,1,IMDb,8.1
Songland,2019,7+,Hulu,1,IMDb,8
Running Wild with Bear Grylls,2014,7+,Hulu,1,IMDb,7.7
My 600-lb Life,2012,16+,Hulu,1,IMDb,6.6
Naked and Afraid XL,2015,16+,Hulu,1,IMDb,7.4
The Thundermans,2013,all,Hulu,1,IMDb,5.8
90 Day Fiancé,2014,16+,Hulu,1,IMDb,6.4
Duck Dynasty,2012,7+,Hulu,1,IMDb,6.2
No Man's Land,2020,16+,Hulu,1,IMDb,7.7
Upstairs Downstairs,2010,7+,Hulu,1,IMDb,7.4
The Bastard Executioner,2015,18+,Hulu,1,IMDb,6.2
The Food That Built America,2019,7+,Hulu,1,IMDb,8.5
Star,2016,16+,Hulu,1,IMDb,6.7
Saving Grace,2007,18+,Hulu,1,IMDb,7.6
Full Metal Panic!,2002,16+,Hulu,1,IMDb,7.7
Log Horizon,2013,16+,Hulu,1,IMDb,7.7
Son of Zorn,2016,16+,Hulu,1,IMDb,6.8
Him & Her,2010,16+,Hulu,1,IMDb,7.8
World Trigger,2014,16+,Hulu,1,IMDb,7.5
Clarence,2014,7+,Hulu,1,IMDb,6.6
Kenan,2021,7+,Hulu,1,IMDb,5.6
Mayo Chiki!,2011,18+,Hulu,1,IMDb,7
Haven't You Heard? I'm Sakamoto,2016,16+,Hulu,1,IMDb,7.2
Hard Sun,2018,18+,Hulu,1,IMDb,6.6
Dance Moms,2011,7+,Hulu,1,IMDb,4.7
Gordon Ramsay's 24 Hours to Hell and Back,2018,16+,Hulu,1,IMDb,7.3
X Company,2015,16+,Hulu,1,IMDb,7.7
Housebroken,2021,16+,Hulu,1,IMDb,5.9
Jimmy Kimmel Live!,2003,16+,Hulu,1,IMDb,6.5
The Cleveland Show,2009,16+,Hulu,1,IMDb,5.5
Dice,2016,18+,Hulu,1,IMDb,7.5
Primeval: New World,2012,16+,Hulu,1,IMDb,6.6
Cutthroat Kitchen,2013,all,Hulu,1,IMDb,7.3
Married,2014,18+,Hulu,1,IMDb,7.1
Land of Honor,2014,16+,Hulu,1,IMDb,8
The UnXplained,2019,16+,Hulu,1,IMDb,7.3
Deadbeat,2014,16+,Hulu,1,IMDb,7.4
Alone Together,2018,16+,Hulu,1,IMDb,6.5
Chivalry of a Failed Knight,2015,18+,Hulu,1,IMDb,7.4
Intruders,2014,18+,Hulu,1,IMDb,6.7
Kimi ni Todoke: From Me to You,2009,all,Hulu,1,IMDb,7.8
Dirty Sexy Money,2007,7+,Hulu,1,IMDb,7.2
Kenichi: The Mightiest Disciple,2006,16+,Hulu,1,IMDb,8.2
Archangel,2005,18+,Hulu,1,IMDb,6.5
Persona 4 The Animation,2011,7+,Hulu,1,IMDb,7.6
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,2015,18+,Hulu,1,IMDb,7
Restaurant: Impossible,2011,all,Hulu,1,IMDb,6.9
Justice League Action,2016,7+,Hulu,1,IMDb,7.6
Packed to the Rafters,2008,18+,Hulu,1,IMDb,7.4
Oh My Venus,2015,16+,Hulu,1,IMDb,7.8
Banished,2015,18+,Hulu,1,IMDb,7.4
Bizarre Foods with Andrew Zimmern,2006,7+,Hulu,1,IMDb,7.7
Blood Blockade Battlefront,2015,18+,Hulu,1,IMDb,7.3
Curious George,2006,all,Hulu,1,IMDb,7.2
Guilty Crown,2011,16+,Hulu,1,IMDb,7.1
The Real Housewives of New York City,2008,16+,Hulu,1,IMDb,4.5
Storage Wars,2010,7+,Hulu,1,IMDb,6.3
Bluff City Law,2019,16+,Hulu,1,IMDb,6.8
Bad Girls Club,2006,16+,Hulu,1,IMDb,4.7
House Hunters International,2006,all,Hulu,1,IMDb,7
Shark,2006,16+,Hulu,1,IMDb,7.1
Sasquatch,2021,18+,Hulu,1,IMDb,6.2
Akudama Drive,2020,18+,Hulu,1,IMDb,7.5
Love & Hip Hop Atlanta,2012,16+,Hulu,1,IMDb,5.5
Alaska: The Last Frontier,2011,16+,Hulu,1,IMDb,7.7
Sonic Boom,2014,7+,Hulu,1,IMDb,6.9
Graves,2016,18+,Hulu,1,IMDb,6.6
Locked Up Abroad,2008,16+,Hulu,1,IMDb,8.2
School Rumble,2004,7+,Hulu,1,IMDb,7.8
Princess Tutu,2002,16+,Hulu,1,IMDb,8.1
Date a Live,2013,16+,Hulu,1,IMDb,7
Devil May Cry,2007,16+,Hulu,1,IMDb,7.1
MasterChef Junior,2013,all,Hulu,1,IMDb,6.7
Utopia Falls,2020,7+,Hulu,1,IMDb,5.4
Fear Factor,2001,7+,Hulu,1,IMDb,5.6
Hellevator,2015,18+,Hulu,1,IMDb,6.1
Aesthetica of a Rogue Hero,2012,18+,Hulu,1,IMDb,7.1
"Drugs, Inc.",2010,16+,Hulu,1,IMDb,7.8
Pure,2017,18+,Hulu,1,IMDb,7
Dr. Pimple Popper,2018,16+,Hulu,1,IMDb,6.6
The Biggest Loser,2004,7+,Hulu,1,IMDb,5.4
Filthy Rich,2020,16+,Hulu,1,IMDb,6.2
Grimgar of Fantasy and Ash,2016,16+,Hulu,1,IMDb,7.4
Bless the Harts,2019,16+,Hulu,1,IMDb,5.4
Celebrity Family Feud,2008,7+,Hulu,1,IMDb,6.3
xxxHOLiC,2006,16+,Hulu,1,IMDb,7.7
Paradox,2009,16+,Hulu,1,IMDb,7
Worst Cooks in America,2010,all,Hulu,1,IMDb,6.4
Keeping Up with the Kardashians,2007,16+,Hulu,1,IMDb,2.8
